date,trading_symbol,target_prob,exit_signal_prob,target_model,exit_signal_model,signal,signal_strength
2024-11-22,SUNPHARMA,0.6599274622104376,0.47502082099395493,lightgbm,lightgbm,BUY,0.6599274622104376
2024-11-22,TATAMOTORS,0.5666870085932463,0.1669289192669111,catboost,lightgbm,HOLD,
2024-11-22,TITAN,0.47502082499939974,0.5235967946923562,lightgbm,lightgbm,SELL,0.5235967946923562
2024-11-22,ULTRACEMCO,0.5933114290237427,0.45442737916633014,xgboost,catboost,HOLD,
2024-11-25,AXISBANK,0.9509993142124523,0.4743760142501173,catboost,catboost,BUY,0.9509993142124523
2024-11-25,BHARTIARTL,0.6905176613312213,0.5305871059313875,catboost,catboost,SELL,0.5305871059313875
2024-11-25,ICICIBANK,0.48486658930778503,0.27791487339293763,xgboost,catboost,HOLD,
2024-11-25,RELIANCE,0.437379092600842,0.5,catboost,catboost,HOLD,
2024-11-25,SBIN,0.46135352300366345,0.48553528902720866,catboost,lightgbm,HOLD,
2024-11-25,SUNPHARMA,0.6531116636233579,0.47502082099395493,lightgbm,lightgbm,BUY,0.6531116636233579
2024-11-25,TATAMOTORS,0.5666870085932463,0.1807560656641199,catboost,lightgbm,HOLD,
2024-11-25,TITAN,0.47502082499939974,0.5235967946923562,lightgbm,lightgbm,SELL,0.5235967946923562
2024-11-25,ULTRACEMCO,0.5567709803581238,0.45442737916633014,xgboost,catboost,HOLD,
2024-11-26,AXISBANK,0.9130722219090364,0.4743760142501173,catboost,catboost,BUY,0.9130722219090364
2024-11-26,BHARTIARTL,0.6197959813660059,0.5025752704106456,catboost,catboost,SELL,0.5025752704106456
2024-11-26,ICICIBANK,0.5064147710800171,0.26242266148727283,xgboost,catboost,HOLD,
2024-11-26,RELIANCE,0.45036172648002515,0.5,catboost,catboost,HOLD,
2024-11-26,SBIN,0.4446798648431786,0.48553528902720866,catboost,lightgbm,HOLD,
2024-11-26,SUNPHARMA,0.6787377075276609,0.47502082099395493,lightgbm,lightgbm,BUY,0.6787377075276609
2024-11-26,TATAMOTORS,0.5666870085932463,0.1730455529756207,catboost,lightgbm,HOLD,
2024-11-26,TITAN,0.47502082499939974,0.5235967946923562,lightgbm,lightgbm,SELL,0.5235967946923562
2024-11-26,ULTRACEMCO,0.7992243766784668,0.5,xgboost,catboost,BUY,0.7992243766784668
2024-11-27,AXISBANK,0.8991491307369274,0.4886524766229742,catboost,catboost,BUY,0.8991491307369274
2024-11-27,BHARTIARTL,0.5746055573963235,0.5025752704106456,catboost,catboost,SELL,0.5025752704106456
2024-11-27,ICICIBANK,0.7170084714889526,0.23023181760381314,xgboost,catboost,BUY,0.7170084714889526
2024-11-27,RELIANCE,0.4654784164357905,0.5,catboost,catboost,HOLD,
2024-11-27,SBIN,0.4291468222431933,0.49824687946572704,catboost,lightgbm,HOLD,
2024-11-27,SUNPHARMA,0.5988109966301128,0.510928584696942,lightgbm,lightgbm,SELL,0.510928584696942
2024-11-27,TATAMOTORS,0.551251437970782,0.1705715543950873,catboost,lightgbm,HOLD,
2024-11-27,TITAN,0.47502082499939974,0.5235967946923562,lightgbm,lightgbm,SELL,0.5235967946923562
2024-11-27,ULTRACEMCO,0.7222541570663452,0.5,xgboost,catboost,BUY,0.7222541570663452
