date,trading_symbol,actual,predicted_proba,trend_confirmations,model_name,signal
2024-11-04,ICICIBANK,0.0,0.9540001153945923,3.0,xgboost,BUY
2024-11-04,INFY,1.0,0.49467834635021873,3.0,catboost,HOLD
2024-11-04,MARUTI,1.0,0.6110601666913833,1.0,lightgbm,HOLD
2024-11-04,RELIANCE,0.0,0.09336786556014198,0.0,catboost,SELL
2024-11-04,SBIN,1.0,0.8137075177028785,1.0,catboost,HOLD
2024-11-04,SUNPHARMA,0.0,0.7041526973108864,3.0,lightgbm,BUY
2024-11-04,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-11-04,TITAN,0.0,0.36234521865844727,0.0,xgboost,HOLD
2024-11-04,ULTRACEMCO,0.0,0.9313389095492163,1.0,catboost,HOLD
2024-11-04,WIPRO,1.0,0.4781351786181932,3.0,catboost,HOLD
2024-11-05,ASIANPAINT,0.0,0.7883898530074044,1.0,catboost,HOLD
2024-11-05,AXISBANK,0.0,0.7342911881388721,1.0,lightgbm,HOLD
2024-11-05,BAJFINANCE,0.0,0.5162473375618332,1.0,catboost,HOLD
2024-11-05,BHARTIARTL,0.0,0.8252348873496964,3.0,catboost,BUY
2024-11-05,ICICIBANK,0.0,0.9507113099098206,3.0,xgboost,BUY
2024-11-05,INFY,1.0,0.3163212504229549,3.0,catboost,HOLD
2024-11-05,MARUTI,0.0,0.5254103640283111,1.0,lightgbm,HOLD
2024-11-05,RELIANCE,0.0,0.07942083105142288,0.0,catboost,SELL
2024-11-05,SBIN,0.0,0.6696468964902966,2.0,catboost,BUY
2024-11-05,SUNPHARMA,0.0,0.7041526973108864,3.0,lightgbm,BUY
2024-11-05,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-11-05,TITAN,0.0,0.3782918453216553,0.0,xgboost,HOLD
2024-11-05,ULTRACEMCO,0.0,0.928856535216857,1.0,catboost,HOLD
2024-11-05,WIPRO,1.0,0.47017761107543027,3.0,catboost,HOLD
2024-11-06,ASIANPAINT,0.0,0.7337272337065714,0.0,catboost,HOLD
2024-11-06,AXISBANK,0.0,0.7342911881388721,1.0,lightgbm,HOLD
2024-11-06,BAJFINANCE,0.0,0.5162473375618332,1.0,catboost,HOLD
2024-11-06,BHARTIARTL,0.0,0.7896123481777443,3.0,catboost,BUY
