Feature,Importance_3,Importance_1,Importance_2,Importance_0,Mean_Importance,Std_Importance,CV,Stability,Robust
is_weekday_4,0.0005122147645263617,0.00028277184087444323,0.00028324279079179886,0.0016846037136490322,0.000690708277460409,0.0006713489731768055,0.9719716671820545,0.028028332817945478,False
volume_trend,0.0007724465145171318,0.0012027516749931377,0.0006841946749132584,0.0,0.000664848216105882,0.0004977666658289568,0.7486920757270652,0.2513079242729348,False
volume_sma_50d,0.000895243855516461,0.0010074991591327183,0.00043293122685365224,0.0,0.0005839185603757079,0.0004619170282901336,0.7910639950998049,0.20893600490019515,False
di_crossover,0.00042149169108394183,0.0003906024101222933,0.0006638896877957345,0.0004668944500877267,0.0004857195597724241,0.00012284335628258997,0.2529099940903075,0.7470900059096925,False
is_weekday_1,0.00046798302467663936,0.0006164365547787647,0.0004086847627978488,0.00040380806338253134,0.00047422810140894606,9.9191995955922e-05,0.20916511430830062,0.7908348856916994,False
is_weekday_3,0.0004658361728464765,8.3000539684811e-05,0.000330392241865947,0.0009305533216523923,0.00045244556901240674,0.00035597423865961963,0.7867778675760919,0.21322213242390808,False
high_volume_signal,0.0003134553976842038,0.0009460085384422629,0.0005330778662409119,0.0,0.00044813545059184466,0.00039751600567791386,0.8870441212551013,0.11295587874489865,False
adx_trend_strength,0.0009227318700708736,0.0,0.00038754587738153905,0.0003026167732050085,0.00040322363016435535,0.00038420725260083566,0.9528388928008565,0.04716110719914346,False
price_cmf_confirm,0.0003538716899564562,0.00045310383655629494,0.0006823514668503072,0.0,0.00037233174834076457,0.0002837886893902315,0.7621928950072066,0.23780710499279345,False
is_weekday_5,0.0003499141585450653,0.0005476025761045635,0.0001756969854250968,0.0,0.00026830343001868137,0.0002346849009167854,0.8746992665375847,0.12530073346241533,False
is_month_end,0.0002456978827944022,0.0003403931297906258,0.0,0.00048507589971004606,0.0002677917280737685,0.0002038659056004539,0.7612850140606048,0.23871498593939522,False
is_weekday_2,0.0004114864410649743,0.00033991584687338125,0.000212553588227349,0.00010687229437229442,0.0002677070426344997,0.00013514972759159485,0.504841694777321,0.495158305222679,False
is_quarter_start,0.0002070916068617941,0.00044071570520923785,0.00021330481582281375,0.0,0.00021527803197346143,0.00018003489171307274,0.8362897339487629,0.16371026605123706,False
