Stock Name,NSE Code,Market Capitalization
Kansai Nerolac Paints Ltd.,KANSAINER,18324.21
Pfizer Ltd.,PFIZER,18531.25
Mangalore Refinery And Petrochemicals Ltd.,MRPL,18542.5
BASF India Ltd.,BASF,18553.72
Emcure Pharmaceuticals Ltd.,EMCURE,18596.52
Delhivery Ltd.,DELHIVERY,18598.88
Timken India Ltd.,TIMKEN,18610.61
Navin Fluorine International Ltd.,NAVINFLUOR,18655.38
Wockhardt Ltd.,WOCKPHARMA,18775.21
Jubilant Agri and Consumer Products Ltd.,JUBLCPL,18784.91
Amber Enterprises India Ltd.,AMBER,19038.06
Dr. Lal Pathlabs Ltd.,LALPATHLAB,19313.44
Welspun Corp Ltd.,WELCORP,19332.53
Nuvama Wealth Management Ltd.,NUVAMA,19398.22
Brainbees Solutions Ltd.,FIRSTCRY,19549.88
Hindustan Copper Ltd.,HINDCOPPER,19564.83
Inox Wind Ltd.,INOXWIND,19581.68
Angel One Ltd.,ANGELONE,19582.8
The Ramco Cements Ltd.,RAMCOCEM,19588.64
Sundram Fasteners Ltd.,SUNDRMFAST,19623.89
Piramal Enterprises Ltd.,PEL,19670.67
NBCC (India) Ltd.,NBCC,19672.2
Affle (India) Ltd.,AFFLE,19672.99
Tata Chemicals Ltd.,TATACHEM,19803.48
PNB Housing Finance Ltd.,PNBHOUSING,19839.43
Shyam Metalics and Energy Ltd.,SHYAMMETL,19856.05
Nexus Select Trust REIT,NXST,19891.95
Devyani International Ltd.,DEVYANI,19905.81
EIH Ltd.,EIHOTEL,19964.75
Sagility India Ltd.,SAGILITY,20064.17
Aster DM Healthcare Ltd.,ASTERDM,20127.88
Himadri Speciality Chemical Ltd.,HSCL,20154.53
Vedant Fashions Ltd.,MANYAVAR,20482.25
Poly Medicure Ltd.,POLYMED,20624.85
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,20674.63
ZF Commercial Vehicle Control Systems India Ltd.,ZFCVINDIA,20754.16
Motherson Sumi Wiring India Ltd.,MSUMI,20779.21
Aditya Birla Real Estate Ltd.,ABREL,20810.03
Krishna Institute of Medical Sciences Ltd.,KIMS,20849.24
Castrol India Ltd.,CASTROLIND,21031.71
Bayer Cropscience Ltd.,BAYERCROP,21253.57
Chambal Fertilisers & Chemicals Ltd.,CHAMBLFERT,21382.81
Mindspace Business Parks REIT,MINDSPACE,21522.41
Hatsun Agro Products Ltd.,HATSUN,21661.21
Poonawalla Fincorp Ltd.,POONAWALLA,21885.43
Star Health and Allied Insurance Company Ltd.,STARHEALTH,22051.42
Sun TV Network Ltd.,SUNTV,22127.85
Five-Star Business Finance Ltd.,FIVESTAR,22419.22
PG Electroplast Ltd.,PGEL,22500.29
Bandhan Bank Ltd.,BANDHANBNK,22745.31
Sumitomo Chemical India Ltd.,SUMICHEM,22990.65
Emami Ltd.,EMAMILTD,23132.32
Brigade Enterprises Ltd.,BRIGADE,23143.5
Central Depository Services (India) Ltd.,CDSL,23155.11
Apar Industries Ltd.,APARINDS,23287.17
The New India Assurance Company Ltd.,NIACL,23419.73
ITI Ltd.,ITI,23642.62
Apollo Tyres Ltd.,APOLLOTYRE,23771.83
Firstsource Solutions Ltd.,FSL,24115.88
Endurance Technologies Ltd.,ENDURANCE,24837.53
Ola Electric Mobility Ltd.,OLAELEC,25066.75
Piramal Pharma Ltd.,PPLPHARMA,25174.63
Deepak Nitrite Ltd.,DEEPAKNTR,25250.44
Multi Commodity Exchange of India Ltd.,MCX,25456.62
Gujarat Gas Ltd.,GUJGASLTD,25494.53
Gland Pharma Ltd.,GLAND,25583.37
J B Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,25598.5
Gillette India Ltd.,GILLETTE,25694.41
ICICI Securities Ltd.,ISEC,26072.99
IRB Infrastructure Developers Ltd.,IRB,26124.71
Syngene International Ltd.,SYNGENE,26261.51
Kaynes Technology India Ltd.,KAYNES,26527.04
Indraprastha Gas Ltd.,IGL,26527.23
Aegis Logistics Ltd.,AEGISLOG,26683.02
Godfrey Phillips India Ltd.,GODFRYPHLP,26981.71
Tata Technologies Ltd.,TATATECH,27250.78
Punjab & Sind Bank,PSB,27273.81
LIC Housing Finance Ltd.,LICHSGFIN,27332.63
KPR Mill Ltd.,KPRMILL,27399.81
Radico Khaitan Ltd.,RADICO,27737.99
Go Digit General Insurance Ltd.,GODIGIT,28076.12
Laurus Labs Ltd.,LAURUSLABS,28429.39
NLC India Ltd.,NLCINDIA,28708.92
AIA Engineering Ltd.,AIAENG,29314.27
KEI Industries Ltd.,KEI,29336.08
Narayana Hrudayalaya Ltd.,NH,29519.92
Aditya Birla Fashion and Retail Ltd.,ABFRL,29548.35
Exide Industries Ltd.,EXIDEIND,29563
3M India Ltd.,3MINDIA,29624.17
Honeywell Automation India Ltd.,HONAUT,29797.31
Metro Brands Ltd.,METROBRAND,30409.33
Tata Investment Corporation Ltd.,TATAINVEST,30688.33
Sona BLW Precision Forgings Ltd.,SONACOMS,30706.65
Inventurus Knowledge Solutions Ltd.,IKS,30793.1
Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG,30831.19
Global Health Ltd.,MEDANTA,30878.15
Suven Pharmaceuticals Ltd.,SUVENPHAR,30922.01
Ajanta Pharma Ltd.,AJANTPHARM,31052.52
Dalmia Bharat Ltd.,DALBHARAT,31688.98
Adani Wilmar Ltd.,AWL,31991.59
Crisil Ltd.,CRISIL,32092.37
Escorts Kubota Ltd.,ESCORTS,32097.18
Nippon Life India Asset Management Ltd.,NAM-INDIA,32563.66
National Aluminium Company Ltd.,NATIONALUM,32618.58
KPIT Technologies Ltd.,KPITTECH,32825.98
SJVN Ltd.,SJVN,33053.51
Housing and Urban Development Corporation Ltd.,HUDCO,33059.38
Cochin Shipyard Ltd.,COCHINSHIP,33373.11
Mahindra & Mahindra Financial Services Ltd.,M&MFIN,33433.44
L&T Finance Ltd.,LTF,33613.36
Tata Elxsi Ltd.,TATAELXSI,33702.28
JK Cement Ltd.,JKCEMENT,33915.76
ITC Hotels Ltd.,ITCHOTELS,34091.66
ACC Ltd.,ACC,34150.06
GE Vernova T&D India Ltd.,GVT&D,34266.7
Ipca Laboratories Ltd.,IPCALAB,34385.8
Max Financial Services Ltd.,MFSL,34445.91
Embassy Office Parks REIT,EMBASSY,34526.08
Motilal Oswal Financial Services Ltd.,MOTILALOFS,35269.62
Bank of Maharashtra,MAHABANK,35696.51
Bharat Dynamics Ltd.,BDL,35754.51
Astral Ltd.,ASTRAL,35923.18
Glenmark Pharmaceuticals Ltd.,GLENMARK,36090.46
Biocon Ltd.,BIOCON,36312.15
Godrej Industries Ltd.,GODREJIND,36961.91
Container Corporation of India Ltd.,CONCOR,38001.69
Central Bank of India,CENTRALBK,38178.77
Tata Communications Ltd.,TATACOMM,38546.25
Thermax Ltd.,THERMAX,38707.92
360 One Wam Ltd.,360ONE,39225.85
Premier Energies Ltd.,PREMIERENE,39366.13
Gujarat Fluorochemicals Ltd.,FLUOROCHEM,39379.58
Blue Star Ltd.,BLUESTARCO,39429.72
APL Apollo Tubes Ltd.,APLAPOLLO,39934.4
Aditya Birla Capital Ltd.,ABCAPITAL,40752.48
Jubilant Foodworks Ltd.,JUBLFOOD,41312.91
GlaxoSmithKline Pharmaceuticals Ltd.,GLAXO,41933.91
Indian Renewable Energy Development Agency Ltd.,IREDA,41934.5
Au Small Finance Bank Ltd.,AUBANK,42112.01
Supreme Industries Ltd.,SUPREMEIND,42287.26
Petronet LNG Ltd.,PETRONET,42495
MphasiS Ltd.,MPHASIS,42523.66
IDFC First Bank Ltd.,IDFCFIRSTB,42748.58
Bank of India,BANKINDIA,43323.19
Steel Authority of India (SAIL) Ltd.,SAIL,43378.78
UCO Bank,UCOBANK,43483.82
Federal Bank Ltd.,FEDERALBNK,43614.83
Voltas Ltd.,VOLTAS,43680.09
Procter & Gamble Hygiene & Healthcare Ltd.,PGHH,43957.96
MRF Ltd.,MRF,44690.04
The Fertilisers and Chemicals Travancore Ltd.,FACT,44757.97
Vishal Mega Mart Ltd.,VMM,45181.88
Page Industries Ltd.,PAGEIND,45191.09
FSN E-Commerce Ventures Ltd.,NYKAA,45403.32
One97 Communications Ltd.,PAYTM,45590.04
PI Industries Ltd.,PIIND,45727.08
Fortis Healthcare Ltd.,FORTIS,46256.28
UNO Minda Ltd.,UNOMINDA,47420.19
Tube Investments of India Ltd.,TIINDIA,47641.1
Kalyan Jewellers India Ltd.,KALYANKJIL,47678.1
Hitachi Energy India Ltd.,POWERINDIA,47824.99
Schaeffler India Ltd.,SCHAEFFLER,47848.47
L&T Technology Services Ltd.,LTTS,47996.43
Jindal Stainless Ltd.,JSL,48178.17
Prestige Estates Projects Ltd.,PRESTIGE,48526.06
Bharat Forge Ltd.,BHARATFORG,48597.71
UPL Ltd.,UPL,48994.39
Coromandel International Ltd.,COROMANDEL,49112.01
Hexaware Technologies Ltd.,HEXT,49129.08
Coforge Ltd.,COFORGE,49232.98
Sundaram Finance Ltd.,SUNDARMFIN,50416.17
Linde India Ltd.,LINDEINDIA,50548.37
Balkrishna Industries Ltd.,BALKRISIND,50565.01
United Breweries Ltd.,UBL,51457.2
YES Bank Ltd.,YESBANK,52517.51
Lloyds Metals & Energy Ltd.,LLOYDSME,53428.23
JSW Infrastructure Ltd.,JSWINFRA,53497.54
Indian Railway Catering & Tourism Corporation Ltd.,IRCTC,53676
Vodafone Idea Ltd.,IDEA,53901.74
Oberoi Realty Ltd.,OBEROIRLTY,53976.75
NMDC Ltd.,NMDC,54931.28
Phoenix Mills Ltd.,PHOENIXLTD,55346.49
Alkem Laboratories Ltd.,ALKEM,55552.29
Oil India Ltd.,OIL,55743.85
Berger Paints (India) Ltd.,BERGEPAINT,56950.62
Godrej Properties Ltd.,GODREJPROP,58318.16
Adani Total Gas Ltd.,ATGL,61275.92
Aurobindo Pharma Ltd.,AUROPHARMA,61466.23
Waaree Energies Ltd.,WAAREEENER,62011.52
Bharat Heavy Electricals Ltd.,BHEL,62388.13
Hindustan Petroleum Corporation Ltd.,HINDPETRO,62504.79
Ashok Leyland Ltd.,ASHOKLEY,62530.41
BSE Ltd.,BSE,62729.36
Torrent Power Ltd.,TORNTPOWER,63640.49
Patanjali Foods Ltd.,PATANJALI,63731.01
Abbott India Ltd.,ABBOTINDIA,64588.63
General Insurance Corporation of India,GICRE,64719.82
Bharti Hexacom Ltd.,BHARTIHEXA,65220
Colgate-Palmolive (India) Ltd.,COLPAL,67033.57
PB Fintech Ltd.,POLICYBZR,67216.9
Oracle Financial Services Software Ltd.,OFSS,67427.84
Suzlon Energy Ltd.,SUZLON,67847.52
Indian Bank,INDIANB,68802.92
Rail Vikas Nigam Ltd.,RVNL,69306.07
Polycab India Ltd.,POLYCAB,70890.57
NHPC Ltd.,NHPC,73228.3
GMR Airports Ltd.,GMRAIRPORT,73353.21
Canara Bank,CANBK,73381.57
NTPC Green Energy Ltd.,NTPCGREEN,73536.58
Hero MotoCorp Ltd.,HEROMOTOCO,73625.98
IDBI Bank Ltd.,IDBI,74449.63
Cummins India Ltd.,CUMMINSIND,75341.57
Swiggy Ltd.,SWIGGY,76388.88
IndusInd Bank Ltd.,INDUSINDBK,77134.09
HDFC Asset Management Company Ltd.,HDFCAMC,77560.72
Marico Ltd.,MARICO,77802.01
Adani Energy Solutions Ltd.,ADANIENSOL,78191.48
Bosch Ltd.,BOSCHLTD,78287.81
Solar Industries India Ltd.,SOLARINDS,78822.31
ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI,79719.62
SBI Cards and Payment Services Ltd.,SBICARD,79799.57
JSW Energy Ltd.,JSWENERGY,81113.94
Indian Overseas Bank,IOB,82282.2
Persistent Systems Ltd.,PERSISTENT,82661.28
SRF Ltd.,SRF,82862.59
Samvardhana Motherson International Ltd.,MOTHERSON,83443.42
Dixon Technologies (India) Ltd.,DIXON,83725.47
ICICI Lombard General Insurance Company Ltd.,ICICIGI,83780.96
Indus Towers Ltd.,INDUSTOWER,85304.99
Union Bank of India,UNIONBANK,85572.72
Muthoot Finance Ltd.,MUTHOOTFIN,85624.22
Mazagon Dock Shipbuilders Ltd.,MAZDOCK,85962.29
Lupin Ltd.,LUPIN,86955.06
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,87027.13
Jindal Steel & Power Ltd.,JINDALSTEL,87334.84
Dabur India Ltd.,DABUR,87428.46
CG Power and Industrial Solutions Ltd.,CGPOWER,87543.06
Zydus Lifesciences Ltd.,ZYDUSLIFE,88206.47
Havells India Ltd.,HAVELLS,89138.57
Bajaj Housing Finance Ltd.,BAJAJHFL,90551.94
Info Edge (India) Ltd.,NAUKRI,90613.63
Dr. Reddy's Laboratories Ltd.,DRREDDY,93165.68
United Spirits Ltd.,UNITDSPR,93424.59
Mankind Pharma Ltd.,MANKIND,94505.23
REC Ltd.,RECLTD,94875.06
Max Healthcare Institute Ltd.,MAXHEALTH,95085.22
Tata Consumer Products Ltd.,TATACONSUM,95357.55
Shree Cements Ltd.,SHREECEM,98442.58
Torrent Pharmaceuticals Ltd.,TORNTPHARM,99777.09
Punjab National Bank,PNB,100436.83
Bank of Baroda,BANKBARODA,101912.03
Indian Hotels Company Ltd.,INDHOTEL,101931.98
GAIL (India) Ltd.,GAIL,102597.85
Godrej Consumer Products Ltd.,GODREJCP,102827.65
Bharat Petroleum Corporation Ltd.,BPCL,102952.74
ABB India Ltd.,ABB,104585.27
TVS Motor Company Ltd.,TVSMOTOR,105730.63
Tata Power Company Ltd.,TATAPOWER,108385.92
Britannia Industries Ltd.,BRITANNIA,110689.82
Macrotech Developers Ltd.,LODHA,112795.89
Cipla Ltd.,CIPLA,113671.8
Ambuja Cements Ltd.,AMBUJACEM,114522.93
Shriram Finance Ltd.,SHRIRAMFIN,116076.1
Cholamandalam Investment & Finance Company Ltd.,CHOLAFIN,117786.94
Power Finance Corporation Ltd.,PFC,120222.71
Adani Green Energy Ltd.,ADANIGREEN,122667.48
Bajaj Holdings & Investment Ltd.,BAJAJHLDNG,128814.99
Eicher Motors Ltd.,EICHERMOT,130866.1
HDFC Life Insurance Company Ltd.,HDFCLIFE,131003.56
Jio Financial Services Ltd.,JIOFIN,131900.53
Pidilite Industries Ltd.,PIDILITIND,135193.45
LTIMindtree Ltd.,LTIM,138245.33
Hyundai Motor India Ltd.,HYUNDAI,140561.48
Hindalco Industries Ltd.,HINDALCO,142552.81
SBI Life Insurance Company Ltd.,SBILIFE,143352.84
Divi's Laboratories Ltd.,DIVISLAB,145483.43
Tech Mahindra Ltd.,TECHM,145648.39
Indian Railway Finance Corporation Ltd.,IRFC,146916.14
Varun Beverages Ltd.,VBL,147461.66
Vedanta Ltd.,VEDL,154374.36
Grasim Industries Ltd.,GRASIM,154429.62
DLF Ltd.,DLF,157318.44
Indian Oil Corporation Ltd.,IOC,160261.93
Siemens Ltd.,SIEMENS,164652.31
Hindustan Zinc Ltd.,HINDZINC,165125.47
Tata Steel Ltd.,TATASTEEL,171274.05
Trent Ltd.,TRENT,172466.54
InterGlobe Aviation Ltd.,INDIGO,173013.35
Bharat Electronics Ltd.,BEL,180003.3
Adani Power Ltd.,ADANIPOWER,184728.09
Hindustan Aeronautics Ltd.,HAL,206531.1
Asian Paints Ltd.,ASIANPAINT,209081.14
Nestle India Ltd.,NESTLEIND,211116.68
Zomato Ltd.,ZOMATO,214334.29
Bajaj Auto Ltd.,BAJAJ-AUTO,220694.49
Avenue Supermarts Ltd.,DMART,221506.29
Coal India Ltd.,COALINDIA,227620.37
Tata Motors Ltd.,TATAMOTORS,228473.01
Adani Ports & Special Economic Zone Ltd.,ADANIPORTS,231005.25
JSW Steel Ltd.,JSWSTEEL,232489.31
Power Grid Corporation of India Ltd.,POWERGRID,233305.65
Adani Enterprises Ltd.,ADANIENT,241916.27
Titan Company Ltd.,TITAN,273194.01
Oil And Natural Gas Corporation Ltd.,ONGC,289068.62
Wipro Ltd.,WIPRO,290742.63
UltraTech Cement Ltd.,ULTRACEMCO,292411.49
Bajaj Finserv Ltd.,BAJAJFINSV,298943.04
NTPC Ltd.,NTPC,302002.67
Axis Bank Ltd.,AXISBANK,314454.27
Mahindra & Mahindra Ltd.,M&M,321464.63
Maruti Suzuki India Ltd.,MARUTI,375580.63
Kotak Mahindra Bank Ltd.,KOTAKBANK,378342.65
Sun Pharmaceutical Industries Ltd.,SUNPHARMA,382274.05
HCL Technologies Ltd.,HCLTECH,427415.82
Larsen & Toubro Ltd.,LT,444935.42
Life Insurance Corporation of India,LICI,468366.08
ITC Ltd.,ITC,494281.5
Hindustan Unilever Ltd.,HINDUNILVR,514619.23
Bajaj Finance Ltd.,BAJFINANCE,528022.41
State Bank of India,SBIN,614727.83
Infosys Ltd.,INFY,700856.88
ICICI Bank Ltd.,ICICIBANK,850510.26
Bharti Airtel Ltd.,BHARTIARTL,910743.82
Tata Consultancy Services Ltd.,TCS,1260270.33
HDFC Bank Ltd.,HDFCBANK,1325405.9
Reliance Industries Ltd.,RELIANCE,1624020.07
